,Unnamed: 0,comparison_name,estimate,intervention1,intervention2,lower,metric,outcome_name,pmid,result_str,review_name,upper,XML_file_names
45408,45408,"""Quetiapine added to antidepressants versus placebo added to antidepressants - all data short term""",1.77777777778,"""Treatment""","""Control""",0.523672839443,"""OR""","""No clinically important change - CGI""",15667657,no sig diff,"""CD008141 v. 2.3 Second-generation antipsychotics for obsessive compulsive disorder.rm5""",6.03524488786,PMC547907.nxml
45413,45413,"""Quetiapine added to antidepressants versus placebo added to antidepressants - all data short term""",1.47727272727,"""Treatment""","""Control""",0.43247283880099996,"""OR""","""Mental state: 1c. No clinically important change - (not ≥ 25% YBOCS reduction)""",15667657,no sig diff,"""CD008141 v. 2.3 Second-generation antipsychotics for obsessive compulsive disorder.rm5""",5.04617750514,PMC547907.nxml
45417,45417,"""Quetiapine added to antidepressants versus placebo added to antidepressants - all data short term""",3.30769230769,"""Treatment""","""Control""",0.127133702766,"""OR""","""Adverse effects: 3a. Significant weight gain (as defined by the authors)""",15667657,no sig diff,"""CD008141 v. 2.3 Second-generation antipsychotics for obsessive compulsive disorder.rm5""",86.0576555574,PMC547907.nxml
45418,45418,"""Quetiapine added to antidepressants versus placebo added to antidepressants - all data short term""",6.0,"""Treatment""","""Control""",1.5411210868,"""OR""","""Adverse effects: 4. Sedation""",15667657,"sig diff, pos","""CD008141 v. 2.3 Second-generation antipsychotics for obsessive compulsive disorder.rm5""",23.3596180783,PMC547907.nxml
41789,41789,"""Maintenance chemotherapy versus observation""",1.0,"""Maintenance chemotherapy""","""Observation""",0.758735179564,"""RR""","""3-year PFS""",15912203,no sig diff,"""CD007414 v. 6.0 Maintenance chemotherapy for ovarian cancer.rm5""",1.31798291016,PMC1074719.nxml
41795,41795,"""Maintenance chemotherapy versus observation""",1.0204081632700002,"""Maintenance chemotherapy""","""Observation""",0.859931955785,"""RR""","""3-year OS""",15912203,no sig diff,"""CD007414 v. 6.0 Maintenance chemotherapy for ovarian cancer.rm5""",1.21083163924,PMC1074719.nxml
41801,41801,"""Platin-based maintenance chemotherapy versus observation""",1.0,"""Platin based chemotherapy""","""Observation""",0.758735179564,"""RR""","""3-year PFS""",15912203,no sig diff,"""CD007414 v. 6.0 Maintenance chemotherapy for ovarian cancer.rm5""",1.31798291016,PMC1074719.nxml
41805,41805,"""Platin-based maintenance chemotherapy versus observation""",1.0204081632700002,"""Platin based chemotherapy""","""Observation""",0.859931955785,"""RR""","""3-year OS""",15912203,no sig diff,"""CD007414 v. 6.0 Maintenance chemotherapy for ovarian cancer.rm5""",1.21083163924,PMC1074719.nxml
36193,36193,"""Case-control studies""",0.298780487805,"""Cases""","""Control""",0.22620016891800002,"""OR""","""Thorough disinfection of living quarters""",15200846,"sig diff, neg","""CD006207 v. 9.1 Physical interventions to interrupt or reduce the spread of respiratory viruses.rm5""",0.39464948377400005,PMC3323085.nxml
36195,36195,"""Case-control studies""",0.44740279312799996,"""Cases""","""Control""",0.32441063820300003,"""OR""","""Frequent handwashing""",15200846,"sig diff, neg","""CD006207 v. 9.1 Physical interventions to interrupt or reduce the spread of respiratory viruses.rm5""",0.617024338066,PMC3323085.nxml
36202,36202,"""Case-control studies""",0.275088085606,"""Cases""","""Control""",0.206756569661,"""OR""","""Wearing mask""",15200846,"sig diff, neg","""CD006207 v. 9.1 Physical interventions to interrupt or reduce the spread of respiratory viruses.rm5""",0.36600266181,PMC3323085.nxml
46975,46975,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",0.863157894737,"""AZT/3TC/NVP""","""Other Short Course""",0.250659257305,"""RR""","""HIV Transmission or Death at 1 Month""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",2.97232808896,PMC1949842.nxml
46976,46976,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",0.8597701149429999,"""AZT/3TC/NVP""","""Other Short Course""",0.417017748134,"""RR""","""HIV Transmission or Death at 1 Year""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",1.7725975785299999,PMC1949842.nxml
46977,46977,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",1.33333333333,"""AZT/3TC/NVP""","""Other Short Course""",0.274923298097,"""RR""","""Infant Mortality at 1 Month""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",6.46645006109,PMC1949842.nxml
46978,46978,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",25.3333333333,"""AZT/3TC/NVP""","""Other Short Course""",1.4907384872100002,"""RR""","""Maternal Grade 3/4 Severe Adverse Events Requiring Treatment Modification""",17713983,"sig diff, pos","""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",430.509967567,PMC1949842.nxml
46979,46979,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",2.16666666667,"""AZT/3TC/NVP""","""Other Short Course""",1.23067389724,"""RR""","""Infant Low Birth Weight""",17713983,"sig diff, pos","""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",3.81453157899,PMC1949842.nxml
46980,46980,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",0.893203883495,"""AZT/3TC/NVP""","""Other Short Course""",0.25870070915300003,"""RR""","""Stillbirths""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",3.0839234268199998,PMC1949842.nxml
46981,46981,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",0.321052631579,"""AZT/3TC/NVP""","""Other Short Course""",0.0364802785752,"""RR""","""Mother to Child Tranmsission of HIV at 1 Month""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",2.82549356171,PMC1949842.nxml
46982,46982,"""Tonwe-Gold 2007: Eligible vs. Ineligible~ AZT/3TC/NVP vs. Other Short Course PMTCT Regimen""",0.395348837209,"""AZT/3TC/NVP""","""Other Short Course""",0.110500417456,"""RR""","""Mother to Child Transmission of HIV at 1 Year""",17713983,no sig diff,"""CD008440 v. 2.0 Antiretroviral therapy (ART) for treating HIV infection in ART-eligible pregnant women.rm5""",1.4144806570100001,PMC1949842.nxml
26340,26340,"""Post treatment""",0.813186813187,"""Exercise""","""Control""",0.249986753835,"""OR""","""Study withdrawals""",20163739,no sig diff,"""CD004376 v. 6.0 Exercise for osteoarthritis of the knee.rm5""",2.64523132924,PMC2830179.nxml
1926,1926,"""The effect of training health professionals on patient smoking cessation""",8.413145539910001,"""Experimental""","""Control""",5.18503583374,"""OR""","""Patient asked to make a follow-up appointment""",17372796,"sig diff, pos","""CD000214 v. 11.0 Training health professionals in smoking cessation.rm5""",13.651018073,PMC1829425.nxml
1938,1938,"""The effect of training health professionals on patient smoking cessation""",2.93456924755,"""Experimental""","""Control""",2.0140403341799997,"""OR""","""Number of smokers counselled""",17372796,"sig diff, pos","""CD000214 v. 11.0 Training health professionals in smoking cessation.rm5""",4.27583128426,PMC1829425.nxml
1946,1946,"""The effect of training health professionals on patient smoking cessation""",6.4599807136,"""Experimental""","""Control""",3.7094344342400003,"""OR""","""Number of smokers receiving self-help material""",17372796,"sig diff, pos","""CD000214 v. 11.0 Training health professionals in smoking cessation.rm5""",11.250057538399998,PMC1829425.nxml
12706,12706,"""Adverse Events""",0.0,"""More fractions""","""Fewer fractions""",0.0,"""RR""","""Radiation Myelopathy (any grade)""",15770205,"sig diff, neg","""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",0.0,PMC2361948.nxml
12710,12710,"""Adverse Events""",1.22222222222,"""More fractions""","""Fewer fractions""",0.179193363099,"""RR""","""Pneumonitis (any grade)""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",8.33639781441,PMC2361948.nxml
12724,12724,"""Adverse Events""",0.520661157025,"""More fractions""","""Fewer fractions""",0.219915882251,"""RR""","""Oesophagitis (any grade)""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",1.23268968871,PMC2361948.nxml
12731,12731,"""One year overall survival ""more fractionated"" vs "" less fractionated"" regimes - fixed effects analysis""",1.22257053292,"""More fractionated""","""Less fractionated""",0.982882189651,"""RR""","""One year overall survival, performance status 0-1. Fixed effects analysis""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",1.5207099321700002,PMC2361948.nxml
12738,12738,"""One year overall survival ""more fractionated"" vs "" less fractionated"" regimes - fixed effects analysis""",1.13636363636,"""More fractionated""","""Less fractionated""",0.705670503231,"""RR""","""One year overall survival, performance status 2-4. Fixed effects analysis""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",1.82992247534,PMC2361948.nxml
12744,12744,"""One year overall survival ""more fractionated"" vs ""less fractionated"" regimes - random effects analysis""",1.22257053292,"""More fractions""","""Fewer fractions""",0.982882189651,"""RR""","""One year overall survival, performance status 0-1. Random effects analysis""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",1.5207099321700002,PMC2361948.nxml
12751,12751,"""One year overall survival ""more fractionated"" vs ""less fractionated"" regimes - random effects analysis""",1.13636363636,"""More fractions""","""Fewer fractions""",0.705670503231,"""RR""","""One year overall survival, performance status 2-4. Random effects analysis""",15770205,no sig diff,"""CD002143 v. 14.2 Palliative radiotherapy regimens for patients with thoracic symptoms from non-small cell lung cancer.rm5""",1.82992247534,PMC2361948.nxml
13783,13783,"""Endocrine therapy versus chemotherapy""",1.75,"""endocrine therapy""","""chemotherapy""",0.5713346538530001,"""RR""","""Tumour response rate""",1503915,no sig diff,"""CD002747 v. 11.0 Chemotherapy alone versus endocrine therapy alone for metastatic breast cancer.rm5""",5.36025598894,PMC1977824.nxml
13785,13785,"""Endocrine therapy versus chemotherapy""",0.761904761905,"""endocrine therapy""","""chemotherapy""",0.273716946339,"""OR""","""Mortality at 12 months""",1503915,no sig diff,"""CD002747 v. 11.0 Chemotherapy alone versus endocrine therapy alone for metastatic breast cancer.rm5""",2.1207998773099996,PMC1977824.nxml
13790,13790,"""Endocrine therapy versus chemotherapy""",1.7142857142899999,"""endocrine therapy""","""chemotherapy""",0.615863129262,"""OR""","""Mortality at 24 months""",1503915,no sig diff,"""CD002747 v. 11.0 Chemotherapy alone versus endocrine therapy alone for metastatic breast cancer.rm5""",4.77179972395,PMC1977824.nxml
30169,30169,"""Puerarin versus control: secondary outcomes""",0.666666666667,"""Puerarin""","""Control""",0.11763682080900001,"""RR""","""Proportion of participants without improvement of neurological deficit at the end of follow-up""",15030685,no sig diff,"""CD004955 v. 5.0 Puerarin for ischaemic stroke.rm5""",3.77810656042,PMC3322931.nxml
36199,36199,"""Case-control studies""",0.384716732543,"""Cases""","""Control""",0.206369593045,"""OR""","""Frequent handwashing""",15030685,"sig diff, neg","""CD006207 v. 9.1 Physical interventions to interrupt or reduce the spread of respiratory viruses.rm5""",0.7171936626629999,PMC3322931.nxml
36206,36206,"""Case-control studies""",0.47909929332900003,"""Cases""","""Control""",0.286300090012,"""OR""","""Wearing mask""",15030685,"sig diff, neg","""CD006207 v. 9.1 Physical interventions to interrupt or reduce the spread of respiratory viruses.rm5""",0.801732660504,PMC3322931.nxml
42317,42317,"""Artesunate plus mefloquine vs Artemether-lumefantrine""",1.0041666666700002,"""AS+MQ""","""AL6""",0.204715634536,"""RR""","""Gametocyte development (in those negative at baseline)""",16179089,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",4.9256164373199995,PMC1261533.nxml
42321,42321,"""Artesunate plus mefloquine vs Artemether-lumefantrine""",0.0,"""AS+MQ""","""AL6""",0.0,"""RR""","""Serious adverse events (including deaths)""",16179089,"sig diff, neg","""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",0.0,PMC1261533.nxml
42328,42328,"""Artesunate plus mefloquine vs Artemether-lumefantrine""",0.4,"""AS+MQ""","""AL6""",0.07835350643280001,"""RR""","""Early vomiting""",16179089,no sig diff,"""CD007483 v. 3.0 Artemisinin-based combination therapy for treating uncomplicated malaria.rm5""",2.04202731038,PMC1261533.nxml
35133,35133,"""C. difficile associated diarrhea""",0.255787037037,"""Experimental""","""Control""",0.0288202350344,"""RR""","""Incidence CDAD: complete case""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",2.2701760842,PMC3278944.nxml
35153,35153,"""C. difficile associated diarrhea""",0.255787037037,"""Experimental""","""Control""",0.0288202350344,"""RR""","""Incidence CDAD: complete case - fixed effects""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",2.2701760842,PMC3278944.nxml
35173,35173,"""C. difficile associated diarrhea""",0.20515021459199997,"""Experimental""","""Control""",0.0241505097078,"""RR""","""Incidence CDAD Sensitivity (1.5:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.74268001199,PMC3278944.nxml
35193,35193,"""C. difficile associated diarrhea""",0.20515021459199997,"""Experimental""","""Control""",0.0241505097078,"""RR""","""Incidence CDAD Sensitivity (2:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.74268001199,PMC3278944.nxml
35213,35213,"""C. difficile associated diarrhea""",0.410300429185,"""Experimental""","""Control""",0.0804008106803,"""RR""","""Incidence CDAD Sensitivity (3:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",2.09384010888,PMC3278944.nxml
35233,35233,"""C. difficile associated diarrhea""",0.410300429185,"""Experimental""","""Control""",0.0804008106803,"""RR""","""Incidence CDAD Sensitivity (5:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",2.09384010888,PMC3278944.nxml
35255,35255,"""Adverse events""",0.8940129449840001,"""Experimental""","""Control""",0.7234504478589999,"""RR""","""Adverse Events: complete case""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.10478768541,PMC3278944.nxml
35279,35279,"""Adverse events""",0.933341066388,"""Experimental""","""Control""",0.763998505934,"""RR""","""AE Sensitivity 1.5:1""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.14021891331,PMC3278944.nxml
35303,35303,"""Adverse events""",0.9610640683600001,"""Experimental""","""Control""",0.788865056421,"""RR""","""AE Sensitivity 2:1""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.1708518915600001,PMC3278944.nxml
35327,35327,"""Adverse events""",1.0257510729600001,"""Experimental""","""Control""",0.84701988888,"""RR""","""AE Sensitivity 3:1""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.24219664437,PMC3278944.nxml
35351,35351,"""Adverse events""",1.15512508216,"""Experimental""","""Control""",0.963828199789,"""RR""","""AE Sensitivity 5:1""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.38438982771,PMC3278944.nxml
35389,35389,"""Antibiotic associated diarrhea""",0.739814814815,"""Experimental""","""Control""",0.53450286367,"""RR""","""Incidence AAD: complete case""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.0239906975700002,PMC3278944.nxml
35413,35413,"""Antibiotic associated diarrhea""",0.7730297941159999,"""Experimental""","""Control""",0.566167168833,"""RR""","""Incidence AAD: sensitivity (1.5:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.0554745938799999,PMC3278944.nxml
35437,35437,"""Antibiotic associated diarrhea""",0.8027617092739999,"""Experimental""","""Control""",0.590549781854,"""RR""","""Incidence AAD: sensitivity (2:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.091231225,PMC3278944.nxml
35461,35461,"""Antibiotic associated diarrhea""",0.8622255395909999,"""Experimental""","""Control""",0.639450956949,"""RR""","""Incidence AAD: sensitivity (3:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.1626112574299998,PMC3278944.nxml
35485,35485,"""Antibiotic associated diarrhea""",0.9514212850660001,"""Experimental""","""Control""",0.713101395,"""RR""","""Incidence AAD: sensitivity (5:1)""",22371721,no sig diff,"""CD006095 v. 3.0 Probiotics for the prevention of Clostridium difficile-associated diarrhea in adults and children.rm5""",1.26938815156,PMC3278944.nxml
36173,36173,"""Electromechanical and robotic-assisted gait training plus physiotherapy versus physiotherapy (or usual care)""",0.0,"""Treatment""","""Control""",0.0,"""OR""","""Independent walking at the end of intervention phase, all electromechanical devices used""",19523207,"sig diff, neg","""CD006185 v. 6.0 Electromechanical-assisted training for walking after stroke.rm5""",0.0,PMC2708184.nxml
36191,36191,"""Electromechanical and robotic-assisted gait training plus physiotherapy versus physiotherapy (or usual care)""",0.0,"""Treatment""","""Control""",0.0,"""OR""","""Acceptability of electromechanical-assisted gait training devices during intervention phase: drop-outs""",19523207,"sig diff, neg","""CD006185 v. 6.0 Electromechanical-assisted training for walking after stroke.rm5""",0.0,PMC2708184.nxml
42053,42053,"""Deferasirox versus deferoxamine""",5.29323308271,"""Deferasirox""","""Deferoxamine""",0.297234547115,"""RR""","""Elevated ALT levels (> 5 UNL) on two consecutive visits""",17233848,no sig diff,"""CD007477 v. 6.0 Deferasirox for managing transfusional iron overload in people with sickle cell disease.rm5""",94.2633241653,PMC1974786.nxml
25646,25646,"""Main comparison""",1.0,"""CPM""","""Control""",0.06553182816519999,"""RR""","""Manipulation under anaesthesia [number]""",18442423,no sig diff,"""CD004260 v. 10.0 Continuous passive motion following total knee arthroplasty in people with arthritis.rm5""",15.2597604553,PMC2386789.nxml
25666,25666,"""Main comparison - sensitivity analysis using fixed-effect model""",1.0,"""CPM""","""Control""",0.06553182816519999,"""RR""","""Manipulation under anaesthesia [number]""",18442423,no sig diff,"""CD004260 v. 10.0 Continuous passive motion following total knee arthroplasty in people with arthritis.rm5""",15.2597604553,PMC2386789.nxml
38097,38097,"""Beta-2 receptor antagonist versus placebo""",1.2044989775100001,"""Treatment""","""Control""",0.611395529079,"""RR""","""Mortality at end of follow-up period""",19958521,no sig diff,"""CD006686 v. 7.0 Bradykinin beta-2 receptor antagonists for acute traumatic brain injury.rm5""",2.37296106662,PMC2794266.nxml
52388,52388,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",2.04347826087,"""Intrauterine hCG""","""No hCG""",0.45182509503,"""RR""","""Miscarriage""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",9.24207939882,PMC3233274.nxml
52389,52389,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",2.06451612903,"""Intrauterine hCG""","""No hCG""",0.456151453409,"""RR""","""Miscarriage""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",9.343885271389999,PMC3233274.nxml
52390,52390,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",0.891666666667,"""Intrauterine hCG""","""No hCG""",0.37734056407899996,"""RR""","""Miscarriage""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",2.10703412284,PMC3233274.nxml
52391,52391,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",2.2857142857099997,"""Intrauterine hCG""","""No hCG""",0.521209030113,"""RR""","""Miscarriage per clinical pregnancy""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",10.0237898695,PMC3233274.nxml
52392,52392,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",2.4,"""Intrauterine hCG""","""No hCG""",0.549507608183,"""RR""","""Miscarriage per clinical pregnancy""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",10.4821114653,PMC3233274.nxml
52393,52393,"""Intrauterine human chorionic gonadotropin (hCG) versus no hCG""",0.70875,"""Intrauterine hCG""","""No hCG""",0.306635538047,"""RR""","""Miscarriage per clinical pregnancy""",21995590,no sig diff,"""CD011537 v. 3.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as.rm5""",1.6381876859399997,PMC3233274.nxml
36885,36885,"""Liraglutide 1.2 mg versus placebo""",2.02853932584,"""Liraglutide 1.2 mg daily""","""Placebo""",1.55343900074,"""RR""","""HbA1c < 7%""",19289857,"sig diff, pos","""CD006423 v. 5.0 Glucagon-like peptide analogues for type 2 diabetes mellitus.rm5""",2.6489432765200003,PMC2699702.nxml
36888,36888,"""Liraglutide 1.2 mg versus placebo""",1.7677902621700001,"""Liraglutide 1.2 mg daily""","""Placebo""",0.8025383307739999,"""RR""","""Hypoglycaemia""",19289857,no sig diff,"""CD006423 v. 5.0 Glucagon-like peptide analogues for type 2 diabetes mellitus.rm5""",3.89399769605,PMC2699702.nxml
36891,36891,"""Liraglutide 1.8 mg versus placebo""",1.90921348315,"""Liraglutide 1.8 mg daily""","""Placebo""",1.4556782247799998,"""RR""","""HbA1c < 7%""",19289857,"sig diff, pos","""CD006423 v. 5.0 Glucagon-like peptide analogues for type 2 diabetes mellitus.rm5""",2.50405347979,PMC2699702.nxml
36895,36895,"""Liraglutide 1.8 mg versus placebo""",1.5468164793999999,"""Liraglutide 1.8 mg daily""","""Placebo""",0.687335637226,"""RR""","""Hypoglycaemia""",19289857,no sig diff,"""CD006423 v. 5.0 Glucagon-like peptide analogues for type 2 diabetes mellitus.rm5""",3.4810376348300003,PMC2699702.nxml
36899,36899,"""Liraglutide 1.2 mg versus 1.8 mg""",1.0625,"""Liraglutide 1.2 mg daily""","""Liraglutide 1.8 mg daily""",0.882360053749,"""RR""","""Patients reaching HbA1c < 7%""",19289857,no sig diff,"""CD006423 v. 5.0 Glucagon-like peptide analogues for type 2 diabetes mellitus.rm5""",1.2794167700599999,PMC2699702.nxml
32099,32099,"""pulmonary complications""",5.13605442177,"""transverse""","""midline""",0.24243644114799998,"""OR""","""pulmonary complications""",19259615,no sig diff,"""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",108.808126775,PMC2690844.nxml
32107,32107,"""pulmonary complications""",5.13605442177,"""Transverse""","""Midline""",0.24243644114799998,"""OR""","""Pulmonary complications for elective patients""",19259615,no sig diff,"""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",108.808126775,PMC2690844.nxml
32114,32114,"""wound infection""",0.40476190476199997,"""transverse""","""midline""",0.10056246531400001,"""OR""","""wound infection""",19259615,no sig diff,"""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",1.62915854375,PMC2690844.nxml
32121,32121,"""wound infection""",0.40476190476199997,"""Transverse""","""Midline""",0.10056246531400001,"""OR""","""Wound infection excluding Greenall study""",19259615,no sig diff,"""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",1.62915854375,PMC2690844.nxml
32128,32128,"""wound infection""",0.40476190476199997,"""Transverse""","""Midline""",0.10056246531400001,"""OR""","""Wound infection in elective patients""",19259615,no sig diff,"""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",1.62915854375,PMC2690844.nxml
32142,32142,"""Incisional hernia""",0.101694915254,"""Transverse incision""","""Midline incision""",0.012469415126200001,"""OR""","""incisional hernia rate""",19259615,"sig diff, neg","""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",0.829377776253,PMC2690844.nxml
32147,32147,"""Incisional hernia""",0.101694915254,"""Transverse incision""","""Midline incision""",0.012469415126200001,"""OR""","""Incisional hernia rate (studies with >1 year follow up)""",19259615,"sig diff, neg","""CD005199 v. 7.0 Transverse verses midline incisions for abdominal surgery.rm5""",0.829377776253,PMC2690844.nxml
19884,19884,"""Haematologic response""",2.8736842105299996,"""Treatment""","""Control""",1.97658711317,"""RR""","""Haematological response - overall""",22022341,"sig diff, pos","""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",4.1779392806999995,PMC3193379.nxml
19910,19910,"""Haematologic response""",2.8736842105299996,"""Treatment""","""Control""",1.97658711317,"""RR""","""Haematological response - merged experimental arms""",22022341,"sig diff, pos","""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",4.1779392806999995,PMC3193379.nxml
19959,19959,"""Participants receiving red blood cell transfusions""",0.541418764302,"""Treatment""","""Control""",0.292323157941,"""RR""","""Participants receiving red blood cell transfusions - overall""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",1.0027747387600001,PMC3193379.nxml
20013,20013,"""Participants receiving red blood cell transfusions""",0.541418764302,"""Treatment""","""Control""",0.292323157941,"""RR""","""Participants receiving red blood cell transfusions - experimental arms merged""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",1.0027747387600001,PMC3193379.nxml
20063,20063,"""Thrombotic events""",0.319444444444,"""Treatment""","""Control""",0.0131809861864,"""RR""","""Thrombotic events - overall""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",7.741814735529999,PMC3193379.nxml
20092,20092,"""Thrombotic events""",0.319444444444,"""Treatment""","""Control""",0.0131809861864,"""RR""","""Thrombotic events - experimental arms merged""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",7.741814735529999,PMC3193379.nxml
20125,20125,"""Hypertension""",7.663157894739999,"""Treatment""","""Control""",0.977793444187,"""RR""","""Hypertension - overall""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",60.0576627597,PMC3193379.nxml
20151,20151,"""Hypertension""",7.663157894739999,"""Treatment""","""Control""",0.977793444187,"""RR""","""Hypertension - merged experimental study arms""",22022341,no sig diff,"""CD003407 v. 13.2 Erythropoietin or darbepoetin for patients with cancer.rm5""",60.0576627597,PMC3193379.nxml
