user_id,prompt id,pmid_id,selection,annotation,outcome,comparator,intervention,invalid prompt,prompt reason
milorad,118,2871176,Cannot tell based on the abstract,, ADA fasting plasma glucose goals between 5.0 mmol/l and less than 7.2 mmol/l , Placebo plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,118,2871176,Significantly increased,The percentage of subjects achieving FPG values between 5.0 mmol/l and ? 7.2 mmol/l (ADA target) after 26 weeks was higher with liraglutide: 0.6 mg (19%; P = 0.002); 1.2 mg (37%; P < 0.001); and 1.8 mg (38%;P < 0.001) compared with placebo (7%)., ADA fasting plasma glucose goals between 5.0 mmol/l and less than 7.2 mmol/l , Placebo plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,185,2517154,Cannot tell based on the abstract,, Macroscopic aspect of the tissue , Placebo , Infliximab ,0,
milorad,185,2517154,No significant difference,"During surgery, no obvious differences were observed in the extend of the disease, the macroscopic aspect of endometriosis (vascularization and sclerosis), the duration of surgery and bleeding estimates.", Macroscopic aspect of the tissue , Placebo , Infliximab ,0,
milorad,142,2871176,Cannot tell based on the abstract,, Reductions in systolic blood pressure , Placebo plus glimepiride  , Liraglutide (1.8 mg) plus glimepiride  ,0,
milorad,142,2871176,No significant difference,"Although decreases in systolic blood pressure occurred with either liraglutide 1.2 or 1.8 mg (2.6?2.8 mmHg), they were not significantly different from placebo or rosiglitazone (0.9?2.3 mmHg).", Reductions in systolic blood pressure , Placebo plus glimepiride  , Liraglutide (1.8 mg) plus glimepiride  ,0,
milorad,162,2708184,Cannot tell based on the abstract,, Physical performance battery scores , Body-weight supported treadmill training combined with Lokomat (Pre-test) , Body-weight supported treadmill training combined with Lokomat (Post-test) ,0,
milorad,162,2708184,Significantly increased,"<td colspan=""8""><hr></td>", Physical performance battery scores , Body-weight supported treadmill training combined with Lokomat (Pre-test) , Body-weight supported treadmill training combined with Lokomat (Post-test) ,0,
milorad,129,2871176,Cannot tell based on the abstract,, ADA postprandial plasma glucose goals less than 10.0 mmol/l , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,129,2871176,No significant difference,"The percentage of subjects with one, two or three PPG measurements < 10.0 mmol/l (ADA target) were greater for all doses of liraglutide compared with placebo (P < 0.05) but not rosiglitazone.", ADA postprandial plasma glucose goals less than 10.0 mmol/l , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,131,2871176,Cannot tell based on the abstract,, Proinsulin : insulin ratio , Rosiglitazone plus glimepiride  , Liraglutide (1.2 mg) plus glimepiride  ,0,
milorad,131,2871176,Significantly decreased,Reductions in the proinsulin : insulin ratio were greater with both liraglutide 1.2 and 1.8 mg compared with either rosiglitazone or placebo (Table 2; P ? 0.02), Proinsulin : insulin ratio , Rosiglitazone plus glimepiride  , Liraglutide (1.2 mg) plus glimepiride  ,0,
milorad,140,2871176,Cannot tell based on the abstract,, HOMA-IR , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,140,2871176,No significant difference,There were no significant differences between treatments for HOMA-IR., HOMA-IR , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,203,4106715,Cannot tell based on the abstract,, Prolonged abstinence from smoking rates to 6 months , placebo , low Ab group ,0,
milorad,203,4106715,No significant difference,"Prolonged abstinence rates to 6 months were significantly higher in the high Ab group vs. placebo (19.7% vs. 6.0%, p=0.0060, OR=4.41, 95% CI, 1.53?12.71) with no significant differences between the placebo and low Ab groups (7.9% vs. 6.0%, p=0.60).", Prolonged abstinence from smoking rates to 6 months , placebo , low Ab group ,0,
milorad,170,2864284,Cannot tell based on the abstract,, Recurrent infections at day 56 , Chloroquine , Dihydroartemisinin-piperaquine ,0,
milorad,170,2864284,Significantly decreased,"At day 56, there were more recurrent infections in the chloroquine arm (8.9%, 95% CI 6.0-13.1%) than the dihydroartemisinin-piperaquine arm (2.8%, 95% CI 1.4-5.8%), a difference in cumulative recurrence rate of 6.1% (2-sided 90%CI +2.6 to +9.7%).,By the end of the 56-day follow-up period, there were 23 recurrences (parasitological failures) in the chloroquine group and 7 in the dihydroartemisinin-piperaquine group, giving a day 56 failure rate of 8.9% (95% CI 6.0 - 13.1%) in the chloroquine group and 2.8% (1.4 - 5.8%) in the dihydroartemisinin-piperaquine group (Figure 2). The difference in day 56 parasitological failure rates between chloroquine and dihydroartemisinin-piperaquine was 6.1% (2-sided 90% CI +2.6 to +9.7%). The lower bound of this confidence interval was not only higher than the prespecified non-inferiority margin (i.e. -5%), but also did not include zero, indicating that dihydroartemisinin-piperaquine was superior to chloroquine in terms of outcome (Figure 3) [26]. The superiority of dihydroartemisinin-piperaquine was confirmed by the log rank test (p = 0.003).", Recurrent infections at day 56 , Chloroquine , Dihydroartemisinin-piperaquine ,0,
milorad,150,2871176,Cannot tell based on the abstract,, Incidence of minor hypoglycaemia , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,150,2871176,Significantly increased,"Incidence was higher with liraglutide 1.2 mg (P = 0.0024) and 1.8 mg (P = 0.0065) compared with rosiglitazone and liraglutide 1.2 mg compared with placebo (P = 0.048), occurring in the setting of lower mean HbA1c values.", Incidence of minor hypoglycaemia , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,124,2871176,Cannot tell based on the abstract,, Postprandial plasma glucose , Placebo plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,124,2871176,Significantly decreased,Treatment differences for PPG were greater with all doses of liraglutide compared with placebo (1.5?2.4 mmol/l; P < 0.0001) and greater with liraglutide 1.2 mg (0.64 mmol/l; P = 0.043) and 1.8 mg (0.87 mmol/l;P = 0.0022) compared with rosiglitazone., Postprandial plasma glucose , Placebo plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,113,2871176,Cannot tell based on the abstract,, Patients reaching HbA1c goals less than 7.0% and equal or less than 6.5% , Rosiglitazone plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,113,2871176,Significantly increased,"The estimated proportion of subjects treated with either liraglutide 1.2 or 1.8 mg reaching ADA/EASD and IDF/AACE HbA1c targets was substantially greater compared with either placebo (P < 0.0001) or rosiglitazone (Fig. 4; P ? 0.0003), with more patients reaching < 7.0% with liraglutide 1.8 mg compared with 1.2 mg (P = 0.018).", Patients reaching HbA1c goals less than 7.0% and equal or less than 6.5% , Rosiglitazone plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,145,2871176,Cannot tell based on the abstract,, Decreases in diastolic blood pressure , Placebo plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,145,2871176,No significant difference,"Reductions in diastolic blood pressure also occurred with all treatments (0.7?1.4 mmHg), with no significant differences between treatments.", Decreases in diastolic blood pressure , Placebo plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,161,2708184,Cannot tell based on the abstract,, Improvement in lower extremity Fugl-Meyer score  , Body-weight supported treadmill training combined with Lokomat (Pre-test) , Body-weight supported treadmill training combined with Lokomat (Post-test) ,0,
milorad,161,2708184,Significantly increased,"<td colspan=""8""><hr></td>", Improvement in lower extremity Fugl-Meyer score  , Body-weight supported treadmill training combined with Lokomat (Pre-test) , Body-weight supported treadmill training combined with Lokomat (Post-test) ,0,
milorad,102,2871176,Cannot tell based on the abstract,, Fasting plasma glucose at week 26 , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,102,2871176,Significantly decreased,"Fasting plasma glucose decreased by week 2, with a 1.6 mmol/l decrease from baseline at week 26 with liraglutide 1.2 mg (baseline 9.8 mmol/l) or 1.8 mg (baseline 9.7 mmol/l) compared with a 0.9 mmol/l increase (placebo, P < 0.0001, baseline 9.5 mmol/l) or 1.0 mmol/l decrease (rosiglitazone, P < 0.006, baseline 9.9 mmol/l).", Fasting plasma glucose at week 26 , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,101,2871176,Cannot tell based on the abstract,, Fasting plasma glucose at week 26 , Placebo plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,101,2871176,Significantly decreased,"Fasting plasma glucose decreased by week 2, with a 1.6 mmol/l decrease from baseline at week 26 with liraglutide 1.2 mg (baseline 9.8 mmol/l) or 1.8 mg (baseline 9.7 mmol/l) compared with a 0.9 mmol/l increase (placebo, P < 0.0001, baseline 9.5 mmol/l) or 1.0 mmol/l decrease (rosiglitazone, P < 0.006, baseline 9.9 mmol/l).", Fasting plasma glucose at week 26 , Placebo plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,108,2871176,Cannot tell based on the abstract,, HbA1c level at 26 weeks , Rosiglitazone plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,108,2871176,No significant difference,". All liraglutide doses were superior to placebo (P < 0.0001), while the two higher liraglutide doses were superior to rosiglitazone (P < 0.0001). Liraglutide 0.6 mg was non-inferior to rosiglitazone.", HbA1c level at 26 weeks , Rosiglitazone plus glimepiride , Liraglutide (0.6 mg) plus glimepiride ,0,
milorad,181,2517154,Cannot tell based on the abstract,, Severity of pain , Placebo , Infliximab ,0,
milorad,181,2517154,No significant difference,"Pain severity decreased during the treatment by 30% in both the placebo (P < 0.001) and infliximab groups (P < 0.001). However, no effect of infliximab was observed for any of the outcome measures. After surgery, pain scores decreased in both groups to less than 20% of the initial value.,Infliximab appears not to affect pain associated with deep endometriosis.", Severity of pain , Placebo , Infliximab ,0,
milorad,141,2871176,Cannot tell based on the abstract,, Reductions in systolic blood pressure , Placebo plus glimepiride  , Liraglutide (1.2 mg) plus glimepiride  ,0,
milorad,141,2871176,No significant difference,"Although decreases in systolic blood pressure occurred with either liraglutide 1.2 or 1.8 mg (2.6?2.8 mmHg), they were not significantly different from placebo or rosiglitazone (0.9?2.3 mmHg).", Reductions in systolic blood pressure , Placebo plus glimepiride  , Liraglutide (1.2 mg) plus glimepiride  ,0,
milorad,153,2871176,Cannot tell based on the abstract,, Changes in calcitonin at week 26 , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,153,2871176,No significant difference,No significant differences in calcitonin were found between the three groups treated with liraglutide when compared with either placebo or rosiglitazone at the end of the trial at week 26., Changes in calcitonin at week 26 , Rosiglitazone plus glimepiride , Liraglutide (all doses) plus glimepiride ,0,
milorad,210,2206488,Cannot tell based on the abstract,, systemic vascular resistance , identical amounts of gelatin infusion , dextran-70 infusion was administered at a dose of 7.5 ml/kg before the initiation of cardiopulmonary bypass and at a dose of 12.5 ml/kg after the cessation of cardiopulmonary bypass ,0,
milorad,210,2206488,Significantly decreased,Higher figures of the cardiac index (p = 0.010) along with reduced systemic vascular resistance (p = 0.005) were noted in group A., systemic vascular resistance , identical amounts of gelatin infusion , dextran-70 infusion was administered at a dose of 7.5 ml/kg before the initiation of cardiopulmonary bypass and at a dose of 12.5 ml/kg after the cessation of cardiopulmonary bypass ,0,
milorad,196,3187863,Significantly decreased,"Of all women randomised to the MU, 15.8% had an epidural, which is a significantly lower rate than 23.3% in the NU (RR 1.47, 95% CI 1.11?1.96) and 24.8% in the SU (RR 1.57, 95% CI 1.16?2.13).", Pain relief: Epidural anesthesia , Normal unit & Special unit , Midwife-led unit ,0,
milorad,115,2871176,Cannot tell based on the abstract,, Fasting plasma glucose at week 26 , Placebo plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,115,2871176,Significantly decreased,"Fasting plasma glucose decreased by week 2, with a 1.6 mmol/l decrease from baseline at week 26 with liraglutide 1.2 mg (baseline 9.8 mmol/l) or 1.8 mg (baseline 9.7 mmol/l) compared with a 0.9 mmol/l increase (placebo, P < 0.0001, baseline 9.5 mmol/l) or 1.0 mmol/l decrease (rosiglitazone, P < 0.006, baseline 9.9 mmol/l).", Fasting plasma glucose at week 26 , Placebo plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,193,3187863,Invalid Prompt,, Perineal outcome: the number of episiotomies or the incidence of sphincter injuries , Normal unit & Special unit , Special unit ,1,"The prompt compares special unit and special unit again. Of course, the next sentence is very clear: ""There was no significant difference between the three groups concerning the number of episiotomies or the incidence of sphincter injuries (Table 2).""."
milorad,200,2688140,Cannot tell based on the abstract,, The survival rate / overall mortality of patients with ARDS , table-based PEEP (control) group , Decremental PEEP titration group ,0,
milorad,200,2688140,No significant difference,"The overall mortality at 28 days was 37%. Mortality at 28 days was 33% in the control group and 40% in the decremental PEEP titration group (Table 2). Using Cox regression for 28-day mortality, the survival rate in the decremental PEEP titration group was not different (p = 0.725; hazard ratio = 1.168; 95% confidence interval = 0.493 to 2.768).", The survival rate / overall mortality of patients with ARDS , table-based PEEP (control) group , Decremental PEEP titration group ,0,
milorad,138,2871176,Cannot tell based on the abstract,, HOMA-B , Placebo plus glimepiride  , Liraglutide (1.8 mg) plus glimepiride  ,0,
milorad,138,2871176,No significant difference,"HOMA-B increased with liraglutide (1.8 or 1.2 mg) compared with rosiglitazone (P < 0.05), while this increase was only different to placebo with liraglutide 1.2 mg (P = 0.01) and not liraglutide 1.8 mg (P = 0.051).", HOMA-B , Placebo plus glimepiride  , Liraglutide (1.8 mg) plus glimepiride  ,0,
milorad,148,2871176,Cannot tell based on the abstract,, Pulse variations , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,148,2871176,Significantly increased,"Pulse increases above baseline ranged from 2 to 4 beats/min with the three doses of liraglutide and 1 beat/min with rosiglitazone, while pulse decreased by 1 beat/min with placebo. Changes in pulse for all doses of liraglutide were significant vs. placebo (P ? 0.002). This also was true with either liraglutide 1.8 or 1.2 mg compared with rosiglitazone (P < 0.01).", Pulse variations , Rosiglitazone plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,152,2871176,Cannot tell based on the abstract,, Incidence of minor hypoglycaemia , Placebo plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,152,2871176,Significantly increased,"Incidence was higher with liraglutide 1.2 mg (P = 0.0024) and 1.8 mg (P = 0.0065) compared with rosiglitazone and liraglutide 1.2 mg compared with placebo (P = 0.048), occurring in the setting of lower mean HbA1c values.", Incidence of minor hypoglycaemia , Placebo plus glimepiride , Liraglutide (1.2 mg) plus glimepiride ,0,
milorad,151,2871176,Cannot tell based on the abstract,, Incidence of minor hypoglycaemia , Rosiglitazone plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,151,2871176,Significantly increased,"Incidence was higher with liraglutide 1.2 mg (P = 0.0024) and 1.8 mg (P = 0.0065) compared with rosiglitazone and liraglutide 1.2 mg compared with placebo (P = 0.048), occurring in the setting of lower mean HbA1c values.", Incidence of minor hypoglycaemia , Rosiglitazone plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,105,2871176,Cannot tell based on the abstract,, HbA1c level at 26 weeks , Placebo plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,105,2871176,Significantly decreased,"All liraglutide doses were superior to placebo (P < 0.0001), while the two higher liraglutide doses were superior to rosiglitazone (P < 0.0001).", HbA1c level at 26 weeks , Placebo plus glimepiride , Liraglutide (1.8 mg) plus glimepiride ,0,
milorad,257,1831737,Cannot tell based on the abstract,, Genital discharge history , Baseline communities that received standard Government services , Baseline communities that received additional education and preventive measures ,0,
milorad,257,1831737,No significant difference,"T. vaginalis infection, secondary school education, and spatial mobility were more common in the control communities, whilst history of genital discharge and uptake of STI treatment and VCT services offered in the survey were low overall but more frequent in the intervention communities (Table 1). However, the differences in each case were small and were unlikely to be clinically meaningful.", Genital discharge history , Baseline communities that received standard Government services , Baseline communities that received additional education and preventive measures ,0,
milorad,220,1475568,Cannot tell based on the abstract,, Baseline beta-blockers intake , Standard information about self-care , Follow-up and thorough education on self-care ,0,
milorad,220,1475568,No significant difference,"At baseline, most characteristics were similar between the two groups (Table 1). However, the control group had more participants with hypertension, fewer with diabetes, and fewer men. Of heart failure related characteristics, the control group had more participants with systolic dysfunction, and taking ?-blockers. The intervention group had more participants taking ACE inhibitors or ARBs, and digoxin. Regardless of these differences, none were statistically significant.", Baseline beta-blockers intake , Standard information about self-care , Follow-up and thorough education on self-care ,0,
milorad,369,3580134,Invalid Prompt,, Breathlessness Cough and Sputum Scale improvement , Formoterol DPI 9 ?g , Budesonide/formoterol pMDI 320/9 ?g ,1,"Elements of ""Breathlessness Cough and Sputum Scale"" part do not have a unique answer related to statistical significance (Compared with formoterol, mean improvements were significantly greater with budesonide/formoterol 320/9 ?g (p ? 0.038) for all COPD symptom variables except sputum score and percentage of awakening-free nights, and with budesonide/formoterol 160/9 ?g (p ? 0.047) for all COPD symptom variables except BCSS, dyspnoea and sputum score (table IV).)."
milorad,250,2922723,Cannot tell based on the abstract,, Visual analogue scale scores for efficacy , Usual airway clearance techniques , High frequency chest wall oscillation ,0,
milorad,250,2922723,Significantly decreased,"The VAS scores for comfort, efficacy and urinary leakage during usual ACT compared with HFCWO are shown in table 4. No significant differences were observed in VAS scores for comfort or urinary leakage between HFCWO and usual ACT. Patients scored the efficacy of their usual ACT significantly higher than for HFCWO (mean difference 14?mm; p=0.002).", Visual analogue scale scores for efficacy , Usual airway clearance techniques , High frequency chest wall oscillation ,0,
milorad,470,2430614,Cannot tell based on the abstract,, the parasitological and clinical failure rate at day 28 post treatment , artemether-lumefantrine (AL) and Artesunate+chlorproguanil-dapsone (AS+CD) , Artesunate+amodiaquine (AS+AQ) ,0,
milorad,470,2430614,Significantly decreased,". However, the parasitological and clinical failure rate at day 28 (PCF28) uncorrected for re-infections was significantly lower in the AS+AQ group (14.6%) compared to the AL (27.6%) or AS+CD (28.1%) groups (Table 2).", the parasitological and clinical failure rate at day 28 post treatment , artemether-lumefantrine (AL) and Artesunate+chlorproguanil-dapsone (AS+CD) , Artesunate+amodiaquine (AS+AQ) ,0,
milorad,450,2720945,Cannot tell based on the abstract,, Side effects , placebo , cineole ,0,
milorad,450,2720945,No significant difference,The difference between the two treatment groups was neither clinically relevant nor statistically significant., Side effects , placebo , cineole ,0,
milorad,232,3090298,Cannot tell based on the abstract,, Corrected distance visual acuity at 1 month , Thin-flap laser in situ keratomileusis (LASIK) , Photo-refractive keratectomy (PRK) ,0,
milorad,232,3090298,Significantly decreased,"CDVA was statistically different between groups at 1 month, with 24% of the PRK group losing a line or more from preoperative values, while 9% of eyes in the thin-flap LASIK group lost only 1 line at 1 month. No eyes in the thin-flap LASIK group lost more than 1 line. Also, 39% of eyes in the thin-flap group gained a line by 1 month compared with only 12% of eyes in the PRK group.", Corrected distance visual acuity at 1 month , Thin-flap laser in situ keratomileusis (LASIK) , Photo-refractive keratectomy (PRK) ,0,
milorad,227,1475568,Cannot tell based on the abstract,, Self-efficacy , Standard information about self-care , Follow-up and thorough education on self-care ,0,
milorad,227,1475568,Significantly increased,"Heart failure self-efficacy improved more in the intervention group than in the control group. Mean difference in score improvement was 2 points (95% CI 0.7, 3.1; p = 0.0026)", Self-efficacy , Standard information about self-care , Follow-up and thorough education on self-care ,0,
milorad,477,2447617,No significant difference,"The mean intracranial pressure values 72 hours and 7 days after injury were lower in the progesterone group than in the placebo group, but there was no statistical significance between the two groups (P > 0.05).", The mean intracranial pressure values 72 hours and 7 days after injury , placebo , progesterone ,0,
milorad,293,1871574,Cannot tell based on the abstract,, Baseline CO level , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,293,1871574,No significant difference,"<td colspan=""7""><hr></td>", Baseline CO level , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,296,1871574,Cannot tell based on the abstract,," Inhaling less smoke, measured at 3 months ", Usual care , Smoking cessation advice and NRT offered ,0,
milorad,296,1871574,No significant difference,"<td colspan=""7""><hr></td>"," Inhaling less smoke, measured at 3 months ", Usual care , Smoking cessation advice and NRT offered ,0,
milorad,281,2361806,Significantly increased,"Overall response rates over the entire treatment period for ILF and ELF were 43 and 24%, respectively (RR 0.56, 95% CI 0.33?0.97; P=0.0467)", Overall response rates , Etoposide with 5-fluorouracil plus leucovorin (ELF) , Irinotecan with high-dose 5-fluorouracil plus leucovorin (ILF) ,0,
milorad,266,2691927,Significantly decreased,"The VAS score on postoperative days 1, 3, and 7 was significant lower (P < 0.05) in the laparoscopic group.", Visual analog scale pain score at day 7 , Conventional open approach , Laparoscopic surgery ,0,
milorad,299,1871574,Cannot tell based on the abstract,, Quit attempt of 1 week or longer reported at 6 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,299,1871574,Significantly increased,"<td colspan=""7""><hr></td>", Quit attempt of 1 week or longer reported at 6 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,380,3580134,No significant difference,"The total incidence of pneumonia-related AEs (pneumonia, bronchopneumonia, lobar pneumonia and pneumonia staphylococcal) was similar for budesonide/formoterol 320/9 ?g and 160/9 ?g (4.0% and 3.4%, respectively) compared with formoterol (3.4%) and placebo (5.0%) [see table SII in the supplementary material].,No differences in pneumonia incidence were observed among treatment groups in this study or in the 6-month study, despite a shorter exposure time in the placebo group", Incidence of pneumonia , Formoterol DPI 9 ?g , Budesonide/formoterol pMDI 160/9 ?g ,0,
milorad,256,1831737,Cannot tell based on the abstract,, Spatial mobility , Baseline communities that received standard Government services , Baseline communities that received additional education and preventive measures ,0,
milorad,256,1831737,No significant difference,"T. vaginalis infection, secondary school education, and spatial mobility were more common in the control communities, whilst history of genital discharge and uptake of STI treatment and VCT services offered in the survey were low overall but more frequent in the intervention communities (Table 1). However, the differences in each case were small and were unlikely to be clinically meaningful.", Spatial mobility , Baseline communities that received standard Government services , Baseline communities that received additional education and preventive measures ,0,
milorad,285,2361806,Cannot tell based on the abstract,, Grade 3/4 digestive system toxic events , Etoposide with 5-fluorouracil plus leucovorin (ELF) , Irinotecan with high-dose 5-fluorouracil plus leucovorin (ILF) ,0,
milorad,285,2361806,Invalid Prompt,, Grade 3/4 digestive system toxic events , Etoposide with 5-fluorouracil plus leucovorin (ELF) , Irinotecan with high-dose 5-fluorouracil plus leucovorin (ILF) ,1,"Table 6 is unavailable. I suppose that relevant information is in table 6 (p-value). This sentence is highly suggestive: ""There were more grade 3/4 gastrointestinal toxic events with ILF, notably diarrhoea, which was reported by 18% of patients compared with no reports with ELF."" Anyway, the data related to p-value or CI are not available."
milorad,361,3580134,Significantly increased,Improvements (i.e. reductions) in dyspnoea scores were significantly greater for all active treatments versus placebo (p ? 0.003) and for budesonide/formoterol 320/9 ?g versus formoterol (p = 0.032; table IV)., Dyspnoea score improvement , Placebo , Budesonide/formoterol pMDI 320/9 ?g ,0,
milorad,300,1871574,Cannot tell based on the abstract,, Smoking habits at 6 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,300,1871574,No significant difference,"<td colspan=""7""><hr></td>,<td colspan=""7""><hr></td>", Smoking habits at 6 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,365,3580134,Significantly increased,"Significantly greater improvements in COPD symptom variables were observed for both budesonide/formoterol dosages versus placebo for all variables (BCSS, dyspnoea score, cough score, sputum score, sleep score, percentage of awakening-free nights and total daily rescue medication use) [p ? 0.003].", Sleep score improvement , Placebo , Budesonide/formoterol pMDI 320/9 ?g ,0,
milorad,461,1876597,Significantly decreased,"The unadjusted risk of recurrent falciparum parasitemia was significantly lower for participants treated with DP than for those treated with AL after 28 d (11% versus 29%; risk difference [RD] 18%, 95% confidence interval [CI] 11%?26%) and 42 d (43% versus 53%; RD 9.6%, 95% CI 0%?19%) of follow-up.", unadjusted risk of recurrent falciparum parasitemia , artemether-lumefantrine , dihydroartemisinin-piperaquine  ,0,
milorad,328,3580134,Significantly increased,Mean FEV1 at 12 hours and baseline-adjusted average 12-hour FEV1 were significantly improved with both budesonide/formoterol dosages compared with placebo on the day of randomization and at end of treatment (p ? 0.002) [table II]., Baseline-adjusted average 12-hour FEV1 on the day of randomization , Placebo , Budesonide/formoterol pMDI 320/9 ?g ,0,
milorad,294,1871574,Cannot tell based on the abstract,, Smoking cessation at 3 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,294,1871574,No significant difference,"<td colspan=""7""><hr></td>,<td colspan=""7""><hr></td>", Smoking cessation at 3 months , Usual care , Smoking cessation advice and NRT offered ,0,
milorad,386,2721929,Cannot tell based on the abstract,, Micturition frequency , Tolterodine only (To) , Bladder training plus tolterodine (Co) ,0,
milorad,386,2721929,No significant difference,No difference was observed between the To and Co groups., Micturition frequency , Tolterodine only (To) , Bladder training plus tolterodine (Co) ,0,
milorad,363,3580134,Significantly increased,"Significantly greater improvements in COPD symptom variables were observed for both budesonide/formoterol dosages versus placebo for all variables (BCSS, dyspnoea score, cough score, sputum score, sleep score, percentage of awakening-free nights and total daily rescue medication use) [p ? 0.003].", Cough score improvement , Placebo , Budesonide/formoterol pMDI 320/9 ?g ,0,
milorad,452,2720945,Cannot tell based on the abstract,," Mean of sum of number, duration and severity of exacerbations during 6 months of treatment ", placebo , cineole ,0,
milorad,452,2720945,Significantly decreased,"During the treatment period of 6 months the multiple criteria frequency, severity and duration of exacerbations were significantly lower in the group treated with cineole in comparison to placebo,Table 3

Mean of sum of number, duration and severity of exacerbations during 6 months of treatment with cineole or placebo*,<td align=""center""><bold>SGRQ SCORES</bold></td><td colspan=""2"" align=""center""><bold>PLACEBO</bold></td><td colspan=""2"" align=""center""><bold>CINEOLE</bold></td><td align=""center""><bold>P VALUE ?</bold></td>,<td></td><td align=""center"">SCORE</td><td align=""center"">SCORE</td><td align=""center"">P VALUE?</td>,<td align=""left""><bold>Sum of exacerbations (number)#</bold></td><td align=""center"">0.9 � 1.46</td><td align=""center"">0.4 � 0.82</td><td align=""center"">0.0069</td>,<td align=""left""><bold>Sum of duration (days)#</bold></td><td align=""center"">5.7 � 8.9</td><td align=""center"">4.0 � 10.9</td><td align=""center"">0.0210</td>,<td align=""left""><bold>Sum of severity (score)#</bold></td><td align=""center"">1.4 � 2.2</td><td align=""center"">0.8 � 1.5</td><td align=""center"">0.0242</td>,<td align=""left""><bold>Summarized parameter</bold><break><bold>(directional test)</bold></break></td><td></td><td></td><td align=""center"">0.0120</td>"," Mean of sum of number, duration and severity of exacerbations during 6 months of treatment ", placebo , cineole ,0,
milorad,455,3446002,Significantly decreased,The duration of phototherapy was significantly shorter in clofibrate group (P<0.001)., The duration of phototherapy , control group , single dose of 50 mg/kg clofibrate ,0,
milorad,366,3580134,Significantly increased,"Significantly greater improvements in COPD symptom variables were observed for both budesonide/formoterol dosages versus placebo for all variables (BCSS, dyspnoea score, cough score, sputum score, sleep score, percentage of awakening-free nights and total daily rescue medication use) [p ? 0.003].", Awakening-free nights percentage improvement , Placebo , Budesonide/formoterol pMDI 320/9 ?g ,0,
milorad,338,3580134,No significant difference,No significant differences in pre-dose IC were observed among the treatment groups (figure 5a)., Pre-dose inspiratory capacity , Placebo , Budesonide/formoterol pMDI 160/9 ?g ,0,
milorad,360,3580134,Significantly increased,"Significantly greater improvements in COPD symptom variables were observed for both budesonide/formoterol dosages versus placebo for all variables (BCSS, dyspnoea score, cough score, sputum score, sleep score, percentage of awakening-free nights and total daily rescue medication use) [p ? 0.003].", Overall use of daily rescue medication improvement , Placebo , Budesonide/formoterol pMDI 160/9 ?g ,0,
milorad,420,1784771,Significantly increased,"The combined therapy group had a higher infection rate than the prostaglandin-only group (59% vs. 12%, P = 0.003)", Infection , Prostaglandin gel , Prostaglandin gel plus hygroscopic cervical dilators  ,0,
milorad,457,3446002,Cannot tell based on the abstract,, Total serum bilirubin level , control group , single dose of 50 mg/kg clofibrate ,0,
