RowID,Outcome,Comparator,Intervention,Answer,Reasoning,xml_offsets,XML,PMID,Location
 1950208 ,the risk of severe malaria,Deltaprim (3.125 mg of pyrimethamine plus 25 mg of dapsone),placebo,No significant difference,"Thereafter, there is a tendency for the risk of severe malaria to be lower in the chemosuppressed group, but the difference is not significant.",31171:31316, 1950208 ,17676985,Unavailable
 1950208 ,severe malaria episodes,Deltaprim (3.125 mg of pyrimethamine plus 25 mg of dapsone),placebo,Significantly decreased,"By the end of the follow-up period at the age of 4 y, the CR of severe malaria episodes was slightly lower in the intervention cohort of children who had received chemoprophylaxis during the first year (0.59 versus 0.47), with a rate difference of −0.12 (95% CI: −0.27 to 0.03) (Figure 4B).",31315:31658, 1950208 ,17676985,Unavailable
 1950208 ,risk of anaemia,Deltaprim (3.125 mg of pyrimethamine plus 25 mg of dapsone),placebo,No significant difference,"By the age of 4 y, chemosuppressed children had experienced a marked reduction in the risk of anaemia, and had a reduced CR (0.93 episodes [95% CI: 0.79 to 0.97] versus 1.12 [95% CI: 0.97 to 1.28]), corresponding to an overall difference of −0.19 (95% CI: −0.40 to 0.01).",32687:32930, 1950208 ,17676985,Unavailable
 1950208 ,hospital admissions during the first 4 y of life,Deltaprim (3.125 mg of pyrimethamine plus 25 mg of dapsone),placebo,No significant difference,"Children in the placebo group had, on average, 3.3 hospital admissions during the first 4 y of life (95% CI: 3.03 to 3.60), compared to 3.1 admissions (95% CI: 2.83 to 3.37) for children who had received chemoprophylaxis during the first year.",32687:32930, 1950208 ,17676985,Unavailable
 64502 ,The response rate,questionnaire printed on standard quality paper,questionnaire printed on  or high quality paper.,No significant difference,"The response rate for the recipients of high quality paper was 43/195 (22%) and 57/194 (29%) for standard quality paper (relative rate of response 0.75, 95% CI 0.33–1.05, p = 0.1",3380:3558, 64502 ,11782286,Unavailable
 1550249 ," Mature oocytes; Percent 2pn; Percent oocyte degeneration; Cell number, day 2;	percent fragmentation, day 2; Cell number, day 3; Percent fragmentation, day 3;	16Embryos/ET, day 3; 	Percent compaction(b); percent blastocyst(b);	percent compaction, blast ET; Percent blastocyst, blast ET;",laser-assisted ICSI,conventional ICSI,No significant difference,No significant differences between treatment and control groups were observed for any of the measured outcome variables.,5212:5332, 1550249 ,16822317,Unavailable
 1550249 ,cycles including oocytes with fragile zonae,laser-assisted ICSI,conventional ICSI,Significantly decreased,"These cycles including oocytes with fragile zonae also exhibited significantly lower rates of compaction (23.8% versus 51.5%, P = 0.036)",26663:26799, 1550249 ,16822317,Unavailable
 1550249 ,blastocyst formation rate,laser-assisted ICSI,conventional ICSI,No significant difference,"with a reduced blastocyst formation rate that also approached statistical significance (15.3% versus 31.8%, P = 0.084).",26801:26921, 1550249 ,16822317,Unavailable
 1891439 ,Median (95% confidence interval) fever clearance times,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Median (95% confidence interval) fever clearance times were 92 hours (84–114 hours) for gatifloxacin recipients and 138 hours (105–164 hours) for cefixime-treated patients (Hazard Ratio[95%CI] = 2.171 [1.545–3.051], p&lt;0.0001).",7958:8184, 1891439 ,17593957,Unavailable
 1891439 ,acute clinical failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"19 out of 70 (27%) patients who completed the 7 day trial had acute clinical failure in the cefixime group as compared to 1 out of 88 patients (1%) in gatifloxacin group(Odds Ratio [95%CI] = 0.031 [0.004 – 0.237], p&lt;0.001).",8184:8408, 1891439 ,17593957,Unavailable
 1891439 ,Overall treatment failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Overall treatment failure patients (relapsed patients plus acute treatment failure patients plus death) numbered 29. They were determined to be (95% confidence interval) 37.6 % (27.14%–50.2%) in the cefixime group and 3.5% (2.2%–11.5%) in the gatifloxacin group (HR[95%CI] = 0.084 [0.025–0.280], p&lt;0.0001).",8408:8715, 1891439 ,17593957,Unavailable
 1891439 ,Relapse rates,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Relapse rates were 12.4% (6/51) in the cefixime group and 3.4% (2/87) in gatifloxacin group (HR[95%CI] = 0.185 [0.037–0.915], p =  0.0199). The Kaplan-Meier plots for the time of relapse are shown in Figure 4.",41968:42229, 1891439 ,17593957,Unavailable
 1891439 ,Median (95% confidence interval) fever clearance times,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Median (95% confidence interval) fever clearance times were 92 hours (84–114 hours) for gatifloxacin recipients and 138 hours (105–164 hours) for cefixime-treated patients (Hazard Ratio[95%CI] = 2.171 [1.545–3.051], p&lt;0.0001).",7958:8184, 1891439 ,17593957,Unavailable
 1891439 ,acute clinical failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"19 out of 70 (27%) patients who completed the 7 day trial had acute clinical failure in the cefixime group as compared to 1 out of 88 patients (1%) in gatifloxacin group(Odds Ratio [95%CI] = 0.031 [0.004 – 0.237], p&lt;0.001).",8184:8408, 1891439 ,17593957,Unavailable
 1891439 ,Overall treatment failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Overall treatment failure patients (relapsed patients plus acute treatment failure patients plus death) numbered 29. They were determined to be (95% confidence interval) 37.6 % (27.14%–50.2%) in the cefixime group and 3.5% (2.2%–11.5%) in the gatifloxacin group (HR[95%CI] = 0.084 [0.025–0.280], p&lt;0.0001).",8408:8715, 1891439 ,17593957,Unavailable
 1891439 ,Relapse rates,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Relapse rates were 12.4% (6/51) in the cefixime group and 3.4% (2/87) in gatifloxacin group (HR[95%CI] = 0.185 [0.037–0.915], p =  0.0199). The Kaplan-Meier plots for the time of relapse are shown in Figure 4.",41968:42229, 1891439 ,17593957,Unavailable
 1891439 ,Median (95% confidence interval) fever clearance times,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Median (95% confidence interval) fever clearance times were 92 hours (84–114 hours) for gatifloxacin recipients and 138 hours (105–164 hours) for cefixime-treated patients (Hazard Ratio[95%CI] = 2.171 [1.545–3.051], p&lt;0.0001).",7958:8184, 1891439 ,17593957,Unavailable
 1891439 ,acute clinical failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"19 out of 70 (27%) patients who completed the 7 day trial had acute clinical failure in the cefixime group as compared to 1 out of 88 patients (1%) in gatifloxacin group(Odds Ratio [95%CI] = 0.031 [0.004 – 0.237], p&lt;0.001).",8184:8408, 1891439 ,17593957,Unavailable
 1891439 ,Overall treatment failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Overall treatment failure patients (relapsed patients plus acute treatment failure patients plus death) numbered 29. They were determined to be (95% confidence interval) 37.6 % (27.14%–50.2%) in the cefixime group and 3.5% (2.2%–11.5%) in the gatifloxacin group (HR[95%CI] = 0.084 [0.025–0.280], p&lt;0.0001).",8408:8715, 1891439 ,17593957,Unavailable
 1891439 ,Relapse rates,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Relapse rates were 12.4% (6/51) in the cefixime group and 3.4% (2/87) in gatifloxacin group (HR[95%CI] = 0.185 [0.037–0.915], p =  0.0199). The Kaplan-Meier plots for the time of relapse are shown in Figure 4.",41968:42229, 1891439 ,17593957,Unavailable
 1891439 ,Median (95% confidence interval) fever clearance times,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Median (95% confidence interval) fever clearance times were 92 hours (84–114 hours) for gatifloxacin recipients and 138 hours (105–164 hours) for cefixime-treated patients (Hazard Ratio[95%CI] = 2.171 [1.545–3.051], p&lt;0.0001).",7958:8184, 1891439 ,17593957,Unavailable
 1891439 ,acute clinical failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"19 out of 70 (27%) patients who completed the 7 day trial had acute clinical failure in the cefixime group as compared to 1 out of 88 patients (1%) in gatifloxacin group(Odds Ratio [95%CI] = 0.031 [0.004 – 0.237], p&lt;0.001).",8184:8408, 1891439 ,17593957,Unavailable
 1891439 ,Overall treatment failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Overall treatment failure patients (relapsed patients plus acute treatment failure patients plus death) numbered 29. They were determined to be (95% confidence interval) 37.6 % (27.14%–50.2%) in the cefixime group and 3.5% (2.2%–11.5%) in the gatifloxacin group (HR[95%CI] = 0.084 [0.025–0.280], p&lt;0.0001).",8408:8715, 1891439 ,17593957,Unavailable
 1891439 ,Relapse rates,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Relapse rates were 12.4% (6/51) in the cefixime group and 3.4% (2/87) in gatifloxacin group (HR[95%CI] = 0.185 [0.037–0.915], p =  0.0199). The Kaplan-Meier plots for the time of relapse are shown in Figure 4.",41968:42229, 1891439 ,17593957,Unavailable
 1891439 ,Median (95% confidence interval) fever clearance times,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Median (95% confidence interval) fever clearance times were 92 hours (84–114 hours) for gatifloxacin recipients and 138 hours (105–164 hours) for cefixime-treated patients (Hazard Ratio[95%CI] = 2.171 [1.545–3.051], p&lt;0.0001).",7958:8184, 1891439 ,17593957,Unavailable
 1891439 ,acute clinical failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"19 out of 70 (27%) patients who completed the 7 day trial had acute clinical failure in the cefixime group as compared to 1 out of 88 patients (1%) in gatifloxacin group(Odds Ratio [95%CI] = 0.031 [0.004 – 0.237], p&lt;0.001).",8184:8408, 1891439 ,17593957,Unavailable
 1891439 ,Overall treatment failure,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Overall treatment failure patients (relapsed patients plus acute treatment failure patients plus death) numbered 29. They were determined to be (95% confidence interval) 37.6 % (27.14%–50.2%) in the cefixime group and 3.5% (2.2%–11.5%) in the gatifloxacin group (HR[95%CI] = 0.084 [0.025–0.280], p&lt;0.0001).",8408:8715, 1891439 ,17593957,Unavailable
 1891439 ,Relapse rates,"Gatifloxacin 10 mg/kg, given once daily for 7 days",Cefixime 20 mg/kg/day given in two divided doses for 7 days,Significantly decreased,"Relapse rates were 12.4% (6/51) in the cefixime group and 3.4% (2/87) in gatifloxacin group (HR[95%CI] = 0.185 [0.037–0.915], p =  0.0199). The Kaplan-Meier plots for the time of relapse are shown in Figure 4.",41968:42229, 1891439 ,17593957,Unavailable
 115849 ,patients discontinued due to lack of efficacy,"etoricoxib 90 mg once daily, naproxen 500 mg twice daily",placebo,Significantly increased,"The most common reason for discontinuation was lack of efficacy, and significantly more patients discontinued due to lack of efficacy in the placebo group than in the etoricoxib and naproxen group (25.2%, 12.5%, 10.5%, respectively, p&lt;0.001 vs placebo).",6535:6629, 115849 ,12033987,Unavailable
 115849 ,", or naproxen 500 mg twice daily",etoricoxib 90 mg once daily,placebo,Significantly increased,"Clinical adverse events determined by the investigator as possibly, probably, or definitely drug-related occurred in 15.4%, 23.2%, and 19.3% of patients in the placebo, etoricoxib 90 mg, and naproxen 500 mg twice daily groups (p&lt;0.05 for etoricoxib versus placebo).",29249:29514, 115849 ,12033987,Unavailable
 115849 ,Patient global assessment of disease activity; investigator global assessment of disease activity; Tender joint count; Swollen joint count; Patient global assessment of pain;Health Assessment Questionnaire disability ; Serum C-reactive protein; ACR20 responder criteria; Discontinuation due to lack of efficacy ," etoricoxib 90 mg once daily,  naproxen 500 mg twice daily",placebo,Significantly increased,"Compared with patients receiving placebo, patients receiving etoricoxib and naproxen showed significant improvements in all efficacy endpoints (p&lt;0.05).",6535:6629, 115849 ,12033987,Unavailable
 115849 ,Patient global assessment of disease activity; investigator global assessment of disease activity; Tender joint count; Swollen joint count; Patient global assessment of pain;Health Assessment Questionnaire disability ; Serum C-reactive protein; ACR20 responder criteria; Discontinuation due to lack of efficacy , etoricoxib 90 mg once daily, naproxen 500 mg twice daily,No significant difference,Treatment responses were similar between the etoricoxib and naproxen groups for all endpoints.,6535:6629, 115849 ,12033987,Unavailable
 2002515 ,minimally important improvement in self-reported sleep quality,mailed valerian,placebo,No significant difference,"For the primary outcome of a minimally important improvement in self-reported sleep quality (≥0.5 units on a 7 point scale), the difference between the valerian group (29%) and the placebo group (21%) was not statistically significant (difference 7.5%; 95% CI-0.9 to 15.9; p = 0.08).",6185:6469, 2002515 ,17940604,Unavailable
 2002515 ,perceived their sleep as better or much better,mailed valerian,placebo,Significantly increased,5.5% (95% CI 0.2 to 10.8) more participants in the valerian group compared to the placebo group perceived their sleep as better or much better on the global self-assessment question at the end of the treatment period (p = 0.04) (table 3).,50055:50348, 2002515 ,17940604,Unavailable
 2002515 ,sleep onset latency,mailed valerian,placebo,No significant difference,There were no statistically significant effects of treatment for any of the five outcome measures in the repeated measures analysis of variance (p = 0.06 for night awakenings to 0.89 for sleep onset latency; p = 0.31 for sleep quality).,50796:51032, 2002515 ,17940604,Unavailable
 1847837 ,Forced Expiratory Volume in 1 second; Peak Expiratory Flow;,encapsulated botanical mixture AKL1,placebo,No significant difference,"No significant differences in lung function (active-placebo) were found (Forced Expiratory Volume in 1 second: mean difference [95% CI] = 0.01 [-0.12 to 0.14] L, p = 0.9. Peak Expiratory Flow: -4.08 [-35.03 to 26.89]. L/min, p = 0.8).",4794:5028, 1847837 ,17374147,Unavailable
 1847837 ,Asthma Control Questionnaire,encapsulated botanical mixture AKL1,placebo,No significant difference,"Trends to clinical improvements favouring active treatment were however consistently seen in the patient-centered outcomes: Asthma Control Questionnaire mean difference (active – placebo) [95% CI] = -0.35 [-0.78 to 0.07], p = 0.10, Asthma Quality of Life Questionnaire mean difference 0.42 [-0.08 to 0.93], p = 0.09, Leicester Cough Questionnaire mean difference 0.49, [-0.18 to 1.16], p = 0.15.",5035:5430, 1847837 ,17374147,Unavailable
 1847837 ,Asthma Quality of Life Questionnaire,encapsulated botanical mixture AKL1,placebo,No significant difference,"Trends to clinical improvements favouring active treatment were however consistently seen in the patient-centered outcomes: Asthma Control Questionnaire mean difference (active – placebo) [95% CI] = -0.35 [-0.78 to 0.07], p = 0.10, Asthma Quality of Life Questionnaire mean difference 0.42 [-0.08 to 0.93], p = 0.09, Leicester Cough Questionnaire mean difference 0.49, [-0.18 to 1.16], p = 0.15.",5035:5430, 1847837 ,17374147,Unavailable
 1847837 ,Leicester Cough Questionnaire,encapsulated botanical mixture AKL1,placebo,No significant difference,"Trends to clinical improvements favouring active treatment were however consistently seen in the patient-centered outcomes: Asthma Control Questionnaire mean difference (active – placebo) [95% CI] = -0.35 [-0.78 to 0.07], p = 0.10, Asthma Quality of Life Questionnaire mean difference 0.42 [-0.08 to 0.93], p = 0.09, Leicester Cough Questionnaire mean difference 0.49, [-0.18 to 1.16], p = 0.15.",5035:5430, 1847837 ,17374147,Unavailable
 1420296 ,total scores,case-based discussions,standardized patient case,No significant difference,"There was no difference in total scores between intervention and control group students (13.4, 14.4, p = 0.12).",13957:14122, 1420296 ,16509977,Unavailable
 1420296 ,total scores in the third rotation scored,case-based discussions,standardized patient case,Significantly increased,"However, students in both the intervention and control groups on the third rotation scored significantly higher than first rotation students. (13.6, 15, p = 0.038).",13957:14122, 1420296 ,16509977,Unavailable
 1420296 ,examined the 13 technology items,case-based discussions,standardized patient case,No significant difference,"However, when we examined the 13 technology items, there were no differences between intervention and control group scores (7.5, 7.9, p = 0.25) or between first and third rotation group scores (7.3, 8.3, p = 0.08).",14123:14337, 1420296 ,16509977,Unavailable
 1174877 ,systolic blood pressure  and diastolic blood pressure,telmisartan (80 mg),losartan (50 mg),Significantly decreased,Telmisartan also significantly reduced 24-hour mean systolic blood pressure (p &lt; 0.05) and diastolic blood pressure (p &lt; 0.05) compared with losartan.,5513:5663, 1174877 ,15892894,Unavailable
 1174877 ,free plasma glucose (FPG),telmisartan (80 mg),losartan (50 mg),Significantly decreased,"Compared with losartan, telmisartan reduced FPG by 8% (p &lt; 0.05), FPI by 10% (p &lt; 0.06), HOMA-IR by 26% (p &lt; 0.05) and HbA1c by 9% (p &lt; 0.05) as shown in figure 1.",17765:17988, 1174877 ,15892894,Unavailable
 1174877 ,free plasma insulin (FPI),telmisartan (80 mg),losartan (50 mg),Significantly decreased,"Compared with losartan, telmisartan reduced FPG by 8% (p &lt; 0.05), FPI by 10% (p &lt; 0.06), HOMA-IR by 26% (p &lt; 0.05) and HbA1c by 9% (p &lt; 0.05) as shown in figure 1.",17765:17988, 1174877 ,15892894,Unavailable
 1174877 ,HbA1c (glycosylated haemoglobin),telmisartan (80 mg),losartan (50 mg),Significantly decreased,"Compared with losartan, telmisartan reduced FPG by 8% (p &lt; 0.05), FPI by 10% (p &lt; 0.06), HOMA-IR by 26% (p &lt; 0.05) and HbA1c by 9% (p &lt; 0.05) as shown in figure 1.",17764:17989, 1174877 ,15892894,Unavailable
 1866019 ,relief of upper GI symptoms,esomeprazole 20 mg or 40 mg treatment,placebo,Significantly increased,Esomeprazole was significantly more effective than placebo in maintaining relief of upper GI symptoms throughout 6 months of treatment.,6050:6185, 1866019 ,17391505,Unavailable
 1866019 ,relapse of upper GI symptoms,esomeprazole 20 mg or 40 mg treatment,placebo,Significantly decreased,"Life-table estimates (95% confidence intervals) of the proportion of patients with relapse at 6 months (pooled population) were placebo, 39.1% (32.2% to 46.0%); esomeprazole 20 mg, 29.3% (22.3% to 36.2%) (p = 0.006 versus placebo); and esomeprazole 40 mg, 26.1% (19.4% to 32.9%) (p = 0.001 versus placebo).",6186:6526, 1866019 ,17391505,Unavailable
 1866019 ,The frequency of adverse events,esomeprazole 20 mg or 40 mg treatment,placebo,No significant difference,"Serious AEs occurred in 5.2% of placebo recipients, 5.0% of patients taking esomeprazole 20 mg, and 7.1% of patients taking esomeprazole 40 mg.",24939:25082, 1866019 ,17391505,Unavailable
 1863515 ,"haemoglobin level, leucocyte count, and absolute neutrophil count between 26 and 35 wk",Zidovudine prophylaxis initiation,placebo,Significantly decreased,"Between 26 and 35 wk, haemoglobin, leucocytes, and absolute neutrophil counts decreased in zidovudine-exposed compared to unexposed women (mean difference [95% CI] −0.4 [−0.5 to −0.3], −423 [−703 to −142], −485 [−757 to −213], respectively).",6967:7209, 1863515 ,17476315,Unavailable
 1863515 ,"haemoglobin level, leucocyte count, and absolute neutrophil count at  35 wk gestation",Zidovudine prophylaxis initiation ,placebo,Significantly increased,"During the second period, between the 35-wk visit and delivery, after adjustment, the haemoglobin level, leucocyte count, and absolute neutrophil count increased significantly faster in women randomized to the long regimen than women in the short regimen, as shown by the mean (95% CI) increase associated with exposure to zidovudine of 0.1 (0.0 to 0.1) g/dl/wk, p &lt; 0.001, 105 (18 to 191) cells/mm3/wk, p = 0.02, 147 (59 to 234) cells/mm3/wk, p = 0.001, respectively.",6967:7209, 1863515 ,17476315,Unavailable
 1526611 ,time of analgesia,lumiracoxib 400 mg/day ,placebo,Significantly increased,Lumiracoxib provided better analgesia than placebo 3–5 hours after the first dose (P = 0.004) through to study end.,6565:6697, 1526611 ,16469112,Unavailable
 1526611 ,time of analgesia,lumiracoxib 400 mg/day ,celecoxib 200 mg twice daily,No significant difference,The estimated difference between lumiracoxib and celecoxib 3–5 hours after the first dose was not significant (P = 0.185).,6698:6837, 1526611 ,16469112,Unavailable
 1526611 ,time of analgesia,celecoxib 200 mg twice daily,placebo,No significant difference,Celecoxib was not significantly different from placebo in this analysis (P = 0.069).,6838:6940, 1526611 ,16469112,Unavailable
 1526611 ,complete pain relief,celecoxib 200 mg twice daily,placebo,No significant difference,"WOMAC™ total and subscales improved for both active treatments versus placebo except for difficulty in performing daily activities, for which celecoxib just failed to achieve significance (P = 0.056).",7092:7310, 1526611 ,16469112,Unavailable
 1526611 ,The overall incidence of adverse events,"celecoxib 200 mg twice daily, lumiracoxib 400 mg/day",placebo,No significant difference,"Adverse events assessed by the investigator as being possibly study drug related occurred in 6.3%, 6.2% and 8.0% of patients in the lumiracoxib, celecoxib and placebo groups, respectively.",27856:28045, 1526611 ,16469112,Unavailable
 101395 ,The total amount excreted of codeine and its metabolites,100 mg codeine phosphate plus 50 mg diclofenac sodium,codeine phosphate plus placebo,No significant difference,The total amount excreted of codeine and its metabolites excreted was 81.3% of dose (76.3–86.3 95% CI) vs. 84.9% of dose (81.8–88.0 95% CI) and did not differ between the two treatment groups.,30670:30862, 101395 ,11943073,Unavailable
 101395 ,"The area under the pain threshold-time, the area under the pain tolerance-time",100 mg codeine phosphate plus 50 mg diclofenac sodium,codeine phosphate plus placebo,No significant difference,"The area under the pain threshold-time as well as the area under the pain tolerance-time curves did not differ significantly after administration of codeine + placebo vs. codeine + diclofenac (8.68 ± 12.7 vs. 4.87 ± 9.82 s*h and 23.3 ± 57.5 vs. 13.9 ± 35.6 s*h, respectively). The time courses of pain threshold and pain tolerance are displayed in Figure 4.",36788:37182, 101395 ,11943073,Unavailable
 101395 ,"apparent oral clearance of codeine (CLo) , metabolic clearance of codeine to C-6-G, norcodeine and morphine, of morphine to M-3-G, M-6-G and normorphine or renal clearance of codeine and its metabolites ",100 mg codeine phosphate plus 50 mg diclofenac sodium,codeine phosphate plus placebo,No significant difference,"No significant differences were observed in either the apparent oral clearance of codeine (CLo) (1805 ml min-1; 1498–2112 95% CI vs. 1700 ml min-1; 1470–1929 95% CI), metabolic clearance of codeine to C-6-G, norcodeine and morphine, of morphine to M-3-G, M-6-G and normorphine or renal clearance of codeine and its metabolites between the two treatments (Tables 3 and 4).",30198:30670, 101395 ,11943073,Unavailable
 101395 ,The total amount excreted of codeine and its metabolites excreted,100 mg codeine phosphate plus 50 mg diclofenac sodium,codeine phosphate plus placebo,No significant difference,The urinary recoveries of codeine and its metabolites are listed in Table 5.,30862:30978, 101395 ,11943073,Unavailable
 1783656 ,LDL/HDL ratio and fasting blood glucose,"partially hydrogenated soybean oil (PHSO) , interesterified fat (IE)",palm olein (POL),Significantly increased,"After 4 wk, both PHSO and IE fats significantly elevated both the LDL/HDL ratio and fasting blood glucose, the latter almost 20% in the IE group relative to POL.",4613:4722, 1783656 ,17224066,Unavailable
 1783656 ,insulin,"partially hydrogenated soybean oil (PHSO) , interesterified fat (IE)",palm olein (POL),Significantly decreased,Fasting 4 wk insulin was 10% lower after PHSO (p &gt; 0.05) and 22% lower after IE (p &lt; 0.001) compared to POL.,4613:4722, 1783656 ,17224066,Unavailable
 1783656 ,postprandial study the glucose incremental area, interesterified fat (IE),"palm olein (POL), partially hydrogenated soybean oil (PHSO) ,",Significantly increased,"For the postprandial study the glucose incremental area under the curve (IAUC) following the IE meal was 40% greater than after either other meal (p &lt; 0.001),",4723:4881, 1783656 ,17224066,Unavailable
 1783656 ,insulin and C-peptide, interesterified fat (IE),"palm olein (POL), partially hydrogenated soybean oil (PHSO) ,",Significantly decreased,"For the postprandial study the glucose incremental area under the curve (IAUC) following the IE meal was 40% greater than after either other meal (p &lt; 0.001), and was linked to relatively depressed insulin and C-peptide (p &lt; 0.05).",4722:4954, 1783656 ,17224066,Unavailable
 1500954 ,blood pressure medication,therapeutic lifestyle-modification intervention,control,No significant difference,"There was not a significant difference in the use of blood pressure medication from baseline to 6 months between the intervention and control groups (χ2 1 = 1.14, P = .56).",25132:25343, 1500954 ,16356358,Unavailable
 1969447 ,overall survival,levamisole 2.5 mg kg-1 day-1,placebo therapy in the same schedule,Significantly decreased,"Consequently, overall survival was somewhat greater in the placebo group than in the levamisole group, 68% vs 38% (P &lt; 0.08).",1978:2103, 1969447 ,8198976,Unavailable
 1969447 ,patients surviving 5 years from randomisation,levamisole 2.5 mg kg-1 day-1,placebo therapy in the same schedule,Significantly decreased,"For patients surviving 5 years from randomisation, subsequent survival favoured placebo over levamisole (100% vs 57%; P &lt; 0.03).",2104:2233, 1969447 ,8198976,Unavailable
 1794491 ,Fasting PYY concentration,60-minute duodenal infusion of Ensure® 1 and 2 kcal/minute,healthy subjects,Significantly increased,"Plasma PYY concentrations were higher in patients during nutrient infusion (area under the curve [AUC] at 1 kcal/minute: 2,265 ± 718 versus 1,125 ± 138 pmol/l.min, P &lt; 0.05; at 2 kcal/minute: 2,276 ± 303 versus 1,378 ± 210 pmol/l.min, P = 0.01) compared to healthy subjects.",5750:6064, 1794491 ,17173662,Unavailable
 1794491 ,The magnitude of PYY elevation,60-minute duodenal infusion of Ensure® 1 kcal/minute,60-minute duodenal infusion of Ensure®  2 kcal/minute,Significantly increased,"The magnitude of PYY elevation was greater in patients during the 1 kcal/minute infusion (AUC: 441 ± 153 versus 186 ± 58 pmol/l.min, P &lt; 0.05), but not the 2 kcal/minute infusion.",6065:6262, 1794491 ,17173662,Unavailable
 1794491 ,cholecystokinin (CCK),60-minute duodenal infusion of Ensure® 2 kcal/minute,"60-minute duodenal infusion of Ensure®  1 kcal/minute, healthy subjects",Significantly increased,"The magnitude of elevation in CCK concentration was greater in patients during the 2 kcal/minute infusion (AUC (0–180 min): 255 ± 34 versus 176 ± 22 pmol/l.min, P = 0.045), but not the 1 kcal/minute infusion (AUC (0–180 min): 110 ± 42 versus 140 ± 26 pmol/l.min, P = 0. 42), compared with healthy subjects.",26458:26821, 1794491 ,17173662,Unavailable
 1550594 ,The number of messages sent per patient during the first 6 months,SPPARO (System Providing Access to Records Online),Control Group,Significantly increased,"The difference was more pronounced during the first 6 months of the intervention (150 messages in the intervention group vs. 88 in the control group, p=0.05) than the second 6 months (109 messages vs. 103, p=0.66).",31132:31348, 1550594 ,15249261,Unavailable
 1550594 ,The number of messages sent per patient during the second 6 months,SPPARO (System Providing Access to Records Online),Control Group,Significantly increased,"The difference was more pronounced during the first 6 months of the intervention (150 messages in the intervention group vs. 88 in the control group, p=0.05) than the second 6 months (109 messages vs. 103, p=0.66).",31132:31348, 1550594 ,15249261,Unavailable
 1550594 ,Adherence to medications,SPPARO (System Providing Access to Records Online),Control Group,No significant difference,Adherence to medications showed a similar trend but did not reach statistical significance.,32772:32863, 1550594 ,15249261,Unavailable
 1550594 ,General Adherence,SPPARO (System Providing Access to Records Online),Control Group,Significantly increased,"General Adherence (scored from 0 to 100)	82	81 - 78	+2.3 (-3.7, 8.3)	85 - 78	+6.4 (1.8, 10.9)	0.01*",38444:38777, 1550594 ,15249261,Unavailable
 1550594 ,Number of visits,SPPARO (System Providing Access to Records Online),Control Group,Significantly increased,"The intervention group had more emergency department visits (20 vs. 8, p=0.03)",6023:6102, 1550594 ,15249261,Unavailable
 1224861 ,left ventricular function,off-pump surgery,on-pump surgery,Significantly decreased,"Those patients undergoing off-pump surgery had significantly poorer left ventricular function than those undergoing on-pump surgery (28.6 ± 5.8% vs. 40.5 ± 7.4%, respectively, p &lt; 0.05)",3643:3845, 1224861 ,16124878,Unavailable
